"Source sheet","Source row","Source module","Source capability","Source acceptance criterion","Requirement ID","Acceptance ID","Acceptance module","Acceptance status","Mapping basis"
"Inspection Excution-Level2Flow","33","Inspection Review","Open Inspection From Queue","Reviewer can open inspection successfully.","MVP1-M06-032","AC-0388","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","34","Inspection Review","Review Workspace","Workspace loads complete package.","MVP1-M06-033","AC-0389","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","35","Inspection Review","Review Factory Observations","Reviewer sees all inspector-touched factory fields.","MVP1-M06-034","AC-0390","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","36","Inspection Review","Review Inspection Report","Report displays accurately.","MVP1-M06-035","AC-0391","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","37","Inspection Review","Review Checklist","Checklist displays full execution result.","MVP1-M06-036","AC-0392","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","38","Inspection Review","Review Evidence","Reviewer can preview all evidence.","MVP1-M06-037","AC-0393","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","39","Inspection Review","Review Action Forms","Action forms display correctly.","MVP1-M06-038","AC-0394","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","40","Inspection Review","Review Timeline & Audit","Reviewer can trace all events.","MVP1-M06-039","AC-0395","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","41","Inspection Review","Review Version History","Reviewer can compare resubmissions.","MVP1-M06-040","AC-0396","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","42","Inspection Review","Receive Returned Inspection","Inspector receives returned inspection.","MVP1-M06-041","AC-0397","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","43","Inspection Review","Display Return Details","Inspector understands required corrections.","MVP1-M06-042","AC-0398","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","44","Inspection Review","Unlock Returned Sections","Only returned sections are editable.","MVP1-M06-043","AC-0399","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","45","Inspection Review","Save Returned Updates","Returned updates are saved.","MVP1-M06-044","AC-0400","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","46","Inspection Review","Resubmit Returned Inspection","Resubmitted inspection returns to reviewer.","MVP1-M06-045","AC-0401","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","47","Inspection Review","Compare Returned Versions","Reviewer can identify corrected sections.","MVP1-M06-046","AC-0402","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","48","Inspection Review","Create Submission Version","Version created on every submission.","MVP1-M06-047","AC-0403","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","49","Inspection Review","Maintain Version History","All versions remain accessible.","MVP1-M06-048","AC-0404","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","50","Inspection Review","Audit Reviewer Decision","Every decision is fully auditable.","MVP1-M06-049","AC-0405","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","51","Inspection Review","Audit Returned Edits","Corrections are visible in audit.","MVP1-M06-050","AC-0406","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","52","Inspection Review","Timeline Event Generation","Timeline reflects full review journey.","MVP1-M06-051","AC-0407","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","53","Inspection Review","Reviewer Comments Immutability","Reviewer comments are preserved.","MVP1-M06-052","AC-0408","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Inspection Excution-Level2Flow","54","Inspection Review","Version Comparison","Reviewer can compare versions accurately.","MVP1-M06-053","AC-0409","Level 2 Review & Resubmission","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","2","Factory 360°","Factory Profile Page","User can open complete factory profile.","MVP1-M07-001","AC-0410","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","3","Factory 360°","Factory Overview","Overview displays correct synchronized data.","MVP1-M07-002","AC-0411","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","4","Factory 360°","License Information","License details display correctly.","MVP1-M07-003","AC-0412","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","5","Factory 360°","CR Information","CR details display correctly.","MVP1-M07-004","AC-0413","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","6","Factory 360°","Location & Map","All location points display correctly.","MVP1-M07-005","AC-0414","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","7","Factory 360°","Products","Products display correctly.","MVP1-M07-006","AC-0415","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","8","Factory 360°","Raw Materials","Raw materials display correctly.","MVP1-M07-007","AC-0416","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","9","Factory 360°","Workforce","Workforce data and observations are visible.","MVP1-M07-008","AC-0417","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","10","Factory 360°","Investment & Capacity","Investment section loads correctly.","MVP1-M07-009","AC-0418","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","11","Factory 360°","Visit History","User can view visit history.","MVP1-M07-010","AC-0419","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","12","Factory 360°","Inspection History","Inspection history displays correctly.","MVP1-M07-011","AC-0420","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","13","Factory 360°","Violations & Penalties","Violations and penalties display correctly.","MVP1-M07-012","AC-0421","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","14","Factory 360°","Corrective Actions","Corrective actions show status and due date.","MVP1-M07-013","AC-0422","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","15","Factory 360°","Factory Health Score","Score and history display correctly.","MVP1-M07-014","AC-0423","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","16","Factory 360°","Risk Profile","Risk profile displays correctly.","MVP1-M07-015","AC-0424","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","17","Factory 360°","Documents & Evidence","Authorized users can view documents.","MVP1-M07-016","AC-0425","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","18","Factory 360°","Factory Timeline","Timeline accurately shows factory history.","MVP1-M07-017","AC-0426","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","19","Factory 360°","Factory Card Link","User can open full profile from card.","MVP1-M07-018","AC-0427","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","20","Factory 360°","Access Control","Unauthorized sections are hidden/blocked.","MVP1-M07-019","AC-0428","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Factory 360","21","Factory 360°","Error Handling","User sees available data and clear error message.","MVP1-M07-020","AC-0429","Factory 360","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","2","Operations Center","Command Center Dashboard","Dashboard loads live inspection status.","MVP1-M08-001","AC-0430","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","3","Operations Center","Live Operations Map","Live map shows accurate locations.","MVP1-M08-002","AC-0431","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","4","Operations Center","Visit Monitoring","Visits display correct current state.","MVP1-M08-003","AC-0432","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","5","Operations Center","Inspector Monitoring","Supervisor can monitor inspector status.","MVP1-M08-004","AC-0433","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","6","Operations Center","SLA Monitoring","SLA breaches display correctly.","MVP1-M08-005","AC-0434","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","7","Operations Center","Risk Monitoring","High-risk items are visible and filterable.","MVP1-M08-006","AC-0435","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","8","Operations Center","Alert Management","Alerts are generated for configured events.","MVP1-M08-007","AC-0436","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","9","Operations Center","Drilldown to Visit","User can open visit detail.","MVP1-M08-008","AC-0437","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","10","Operations Center","Drilldown to Factory 360°","User can open factory profile.","MVP1-M08-009","AC-0438","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","11","Operations Center","Branch / Region Filtering","Region filters work correctly.","MVP1-M08-010","AC-0439","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","12","Operations Center","Workload Monitoring","Workload metrics display correctly.","MVP1-M08-011","AC-0440","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","13","Operations Center","Cancellation Monitoring","Cancellations are visible and categorized.","MVP1-M08-012","AC-0441","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","14","Operations Center","GPS Override Monitoring","GPS overrides are traceable.","MVP1-M08-013","AC-0442","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","15","Operations Center","Live Tracking History","Route history displays correctly.","MVP1-M08-014","AC-0443","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","16","Operations Center","Operational Timeline","Timeline reflects all major events.","MVP1-M08-015","AC-0444","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","17","Operations Center","Operations KPIs","KPIs display accurately.","MVP1-M08-016","AC-0445","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","18","Operations Center","Export Operational Data","Authorized user can export data.","MVP1-M08-017","AC-0446","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","19","Operations Center","Access Control","Access restrictions apply correctly.","MVP1-M08-018","AC-0447","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Ops center","20","Operations Center","Error Handling","Dashboard remains usable with clear error messages.","MVP1-M08-019","AC-0448","Operations Center","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","2","Compliance Configuration","Regulation Management","Admin can create and manage regulation records.","MVP1-M09-001","AC-0449","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","3","Compliance Configuration","Inspection Item Management","Item can be configured and reused.","MVP1-M09-002","AC-0450","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","4","Compliance Configuration","Violation Management","Violation is triggered correctly.","MVP1-M09-003","AC-0451","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","5","Compliance Configuration","Penalty Management","Penalty is linked and displayed correctly.","MVP1-M09-004","AC-0452","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","6","Compliance Configuration","Evidence Rule Configuration","Evidence requirement is enforced correctly.","MVP1-M09-005","AC-0453","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","7","Compliance Configuration","Report Package Management","Package can be created and used in execution.","MVP1-M09-006","AC-0454","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","8","Compliance Configuration","Package Item Assignment","Package checklist renders correctly.","MVP1-M09-007","AC-0455","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","9","Compliance Configuration","Dynamic Template Assignment","Correct template is used at runtime.","MVP1-M09-008","AC-0456","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","10","Compliance Configuration","Action Form Trigger Configuration","Correct action form is generated.","MVP1-M09-009","AC-0457","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","11","Compliance Configuration","Configuration Versioning","Previous inspections remain traceable to old configuration.","MVP1-M09-010","AC-0458","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","12","Compliance Configuration","Draft / Publish Lifecycle","Invalid configuration cannot be published.","MVP1-M09-011","AC-0459","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","13","Compliance Configuration","Dependency Validation","Admin receives clear validation errors.","MVP1-M09-012","AC-0460","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","14","Compliance Configuration","Impact Analysis","Admin can understand impact before publishing.","MVP1-M09-013","AC-0461","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","15","Compliance Configuration","Deactivation Rules","Deactivated config no longer appears for new packages.","MVP1-M09-014","AC-0462","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","16","Compliance Configuration","Audit Trail","Full history is available.","MVP1-M09-015","AC-0463","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","17","Compliance Configuration","Inspection Section / Group Management","Sections appear correctly in execution.","MVP1-M09-016","AC-0464","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","18","Compliance Configuration","Item Display Order","Items display in configured order.","MVP1-M09-017","AC-0465","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","19","Compliance Configuration","Mandatory Rule","Execution respects required/optional/conditional behavior.","MVP1-M09-018","AC-0466","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","20","Compliance Configuration","Response Mapping","Selected response triggers correct result.","MVP1-M09-019","AC-0467","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","21","Compliance Configuration","Compliance Result Mapping","Correct compliance result appears during inspection.","MVP1-M09-020","AC-0468","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","22","Compliance Configuration","Conditional Item Logic","Conditional items appear only when rule is met.","MVP1-M09-021","AC-0469","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","23","Compliance Configuration","Conditional Mandatory Logic","Submission validation respects conditional mandatory logic.","MVP1-M09-022","AC-0470","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","24","Compliance Configuration","Item Weight / Score","Item score is stored and available for calculations.","MVP1-M09-023","AC-0471","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","25","Compliance Configuration","Score Exclusion Rule","Excluded items are ignored in score.","MVP1-M09-024","AC-0472","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","26","Compliance Configuration","Response-Based Evidence Rule","Evidence validation applies correctly.","MVP1-M09-025","AC-0473","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","27","Compliance Configuration","Violation Trigger Rule","Correct violation is generated.","MVP1-M09-026","AC-0474","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","28","Compliance Configuration","Action Form Requirement Rule","Execution blocks submission when required form is incomplete.","MVP1-M09-027","AC-0475","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","29","Compliance Configuration","Configuration Preview","Admin can preview checklist and rules.","MVP1-M09-028","AC-0476","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","30","Compliance Configuration","Publish Validation","Admin sees clear validation errors before publish.","MVP1-M09-029","AC-0477","Compliance Configuration","implemented","Provisional: matching module totals and preserved row sequence; semantic text review pending"
"Complince","31","Compliance Configuration","Runtime Locking","Execution uses the locked version only.","MVP1-M09-030","AC-0478","Compliance Configuration","verified_live","Provisional: matching module totals and preserved row sequence; semantic text review pending"
