master_row,requirement_id,module,source_requirement,design_ref,route_or_component,test_evidence,runtime_evidence,provider_or_policy_hold,classification,gap_or_note,source_paths
75,MVP2-REQ-0077,M3-11,"PLAT-0022 | iPad Field App | Mobile Field Execution | EBDA Signature & Report Preview | Representative acknowledgement, inspector signature, EBDA digital signature, report hash, signed copy | Owns configuration, runtime behavior, validation, audit and handoff for EBDA Signature & Report Preview. | Does not bypass source BRD rules, published workflows or role permissions. | Inspector, Factory Representative | Report preview, signature pad/EBDA handoff | Report, Signature, Hash, Consent | Report sections mapped from form template. | Critical reports may change risk after approval. | Signature guard blocks approval/share until completed or excepted. | Signed report | P0 | EBDA To-Be",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),MVP3-HOLD-001 digital signature OPEN; MVP3-HOLD-004 EBDA/data exchange OPEN where applicable; unsigned/refused dossier remains auditable.,NEEDS_REVIEW,"Provider-independent acknowledgement, refusal, dossier and signed-report contracts align, but verified EBDA/KSA trust-provider signing is held under MVP3-HOLD-001/004; do not treat the signed-provider result as runtime-evidenced.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
76,MVP2-REQ-0084,M3-11,"Shows report, evidence, legal mapping, recommendations and dissent history",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
77,MVP2-REQ-0225,M3-11,"Primary business outcome | License decision defensibility | Every inspection must explain why factory was selected, what rules/forms applied, how evidence was captured, how signature/refusal was handled, and why decision was made. | Licensing committee, legal, audit | Case replay with full data trail | Without this, business users will challenge trust and legal defensibility.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
78,MVP2-REQ-0232,M3-11,Digital signature flow becomes hand-wavy; online/offline behavior unknown.,CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"MVP3-HOLD-001 and MVP3-HOLD-004 remain OPEN, which preserves the source requirement that EBDA technical/legal details are not yet verified.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
79,MVP2-REQ-0236,M3-11,"Committee cannot see coherent dossier, history, risk, evidence and objection context.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
80,MVP2-REQ-0245,M3-11,"The Digital Signature Service shall not be built until the approved KSA trust-service provider, API contract, signer identity flow, timestamp, seal validation and legal acceptance are confirmed.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"MVP3-HOLD-001 remains OPEN; verified signature execution is disabled, satisfying the no-build-until-approved guard.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
81,MVP2-REQ-0246,M3-11,"The iPad app shall support 'Refused to Sign' with mandatory reason, optional witness, inspector statement and audit trail, then proceed per configured workflow.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
82,MVP2-REQ-0252,M3-11,The Committee Room shall generate a decision dossier that is readable to business users and defensible to auditors.,CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
83,MVP2-REQ-0257,M3-11,"The License Decision module shall require traceable links from decision status to source inspection package, violations, committee actions and conditions.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
84,MVP2-REQ-0258,M3-12,"The program shall maintain a pre-build and pre-go-live audit test pack with business demo scripts, technical proofs and UX validation evidence.",N/A — integrated assurance protocol (coverage register uses M3-12 pack rule),apps/web/e2e; product-contract/evidence; product-contract/mvp3 controls,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp3-retrofit-regression.spec.ts; full protected Playwright inventory,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (510 pass/9 intentional skips/0 fail); product-contract/evidence/TASK-MVP3-INTEGRATED-PREPRODUCTION-001.md,MVP3-HOLD-008 production release OPEN; local/runtime retrofit certification is not production deployment certification.,MATCH,"Integrated assurance row is intentionally screen-N/A and is supported by the named build, regression and certification evidence.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp3-retrofit-regression.spec.ts; full protected Playwright inventory; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (510 pass/9 intentional skips/0 fail); product-contract/evidence/TASK-MVP3-INTEGRATED-PREPRODUCTION-001.md
