acceptance_id,requirement_id,module,actor,input_preconditions,input_action,ui_result_visible,backend_result,business_rule,workflow_state_impact,audit_impact,evidence_impact,failure_recovery,proof_required,test_level,regression_guard
AC-0001,MVP1-M01-001,Visit Planning - Planning,"Planner, Inspector","User Authentication, Role & Permission Management",Select planning method.,User can access only the planning methods permitted by their role.,Load the selected planning workflow.,"Three planning methods are supported: Bulk, Single and Immediate.",STM-PLAN-001;STM-PLAN-002 | states: Initiated->Criteria Built->Targets Retrieved->Targets Selected->Configured->Assigned->Ready to Publish->Published,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003,"ERR-PLN-001;ERR-PLN-002;ERR-ASG-001;ERR-PUB-001 | FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0365,MVP1-M06-009,Level 2 Review & Resubmission,"Reviewer, Auditor",Audit Service,None.,Complete audit record exists for each decision.,"Log reviewer ID, decision, reason, comments, previous status, new status, timestamp, version, and affected sections.",Every decision must be immutable and auditable.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-009 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-009 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0366,MVP1-M06-010,Level 2 Review & Resubmission,"Inspector, Reviewer, Auditor",Timeline Service,View timeline.,Decision appears in inspection timeline.,"Add timeline event for Approved, Returned, or Rejected decision.",Timeline is immutable.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-010 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-010 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0367,MVP1-M06-011,Level 2 Review & Resubmission,"Inspector, Reviewer",Version Engine,Inspector edits returned inspection and resubmits.,Reviewer can compare previous and latest versions.,Preserve previous submitted version and create a new version on resubmission.,No submitted version is overwritten. Latest submitted version is used for review.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-011 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-011 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0368,MVP1-M06-012,Level 2 Review & Resubmission,Level 2 Reviewer,Permission Engine,Review only.,Reviewer cannot edit submitted inspection fields.,"Disable editing for report, checklist, evidence, factory observations, and action forms.",Reviewer cannot modify inspection content. Correction must be done by Return.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-012 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-012 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0369,MVP1-M06-013,Level 2 Review & Resubmission,Reviewer,Workflow Engine,Open Pending Review Queue,Queue loads successfully.,"Load inspections assigned to the reviewer. Display priority, SLA, risk, inspection type, execution mode and submission date.",Reviewer shall only view assigned inspections unless granted supervisor permissions.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-013 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-013 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0370,MVP1-M06-014,Level 2 Review & Resubmission,Reviewer,Search Engine,Search and Filter,Filters operate correctly.,"Filter by Inspection Number, Factory, Region, Risk, Date, Inspector, Visit Type, Status and SLA.",Multiple filters may be combined.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-014 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-014 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0371,MVP1-M06-015,Level 2 Review & Resubmission,Reviewer,Inspection Repository,Open Inspection,Package loads successfully.,"Load latest submitted inspection version including report, checklist, evidence, factory verification, action forms, timeline and audit history.",Latest submitted version shall always be opened.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-015 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-015 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0372,MVP1-M06-016,Level 2 Review & Resubmission,Reviewer,Summary Engine,Review Summary,Summary displayed successfully.,"Display inspection number, factory, inspector, execution mode, visit type, submission date, total violations, critical violations, evidence count and generated action forms.",Summary is read-only.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-016 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-016 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0373,MVP1-M06-017,Level 2 Review & Resubmission,Reviewer,Observation Engine,Review Changes,Changes displayed correctly.,"Display Source Value, Observed Value, Before/After comparison and attached evidence.",Reviewer cannot edit factory information.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-017 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-017 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0374,MVP1-M06-018,Level 2 Review & Resubmission,Reviewer,Dynamic Form Engine,Open Report,Report displayed successfully.,"Display report responses, attachments and comments.",Report is read-only.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-018 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-018 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0375,MVP1-M06-019,Level 2 Review & Resubmission,Reviewer,Checklist Engine,Open Checklist,Checklist displayed successfully.,"Display inspection items, responses, violations and evidence.",Reviewer cannot modify responses.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-019 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-019 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0376,MVP1-M06-020,Level 2 Review & Resubmission,Reviewer,Evidence Engine,Preview Evidence,Evidence displayed successfully.,"Display photos, videos, documents and annotations linked to each inspection item.",Evidence is read-only.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-020 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-020 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0377,MVP1-M06-021,Level 2 Review & Resubmission,Reviewer,Dynamic Form Engine,Open Action Forms,Action Forms displayed successfully.,"Display completed action forms, signatures and attachments.",Reviewer cannot modify forms.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-021 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-021 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0378,MVP1-M06-022,Level 2 Review & Resubmission,Reviewer,Timeline Service,View Timeline,Timeline displayed successfully.,Display chronological events from planning until submission.,Timeline is immutable.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-022 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-022 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0379,MVP1-M06-023,Level 2 Review & Resubmission,Reviewer,Version Engine,Compare Versions,Version comparison works correctly.,Display previous submissions and highlight differences between versions.,All submitted versions remain available.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-023 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-023 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0380,MVP1-M06-024,Level 2 Review & Resubmission,Reviewer,Workflow Engine,Click Return,Inspection successfully returned.,"Require return reason, allow section selection, create return event, unlock inspection, notify inspector and update workflow.",Return reason is mandatory.,STM-COR-001;STM-COR-002 | states: Returned->Correction In Progress->Resubmitted->Under Review,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-024 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-024 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0381,MVP1-M06-025,Level 2 Review & Resubmission,Reviewer,"Workflow Engine, Compliance Engine",Click Approve,Inspection approved successfully.,"Validate inspection, permanently lock latest version, update status to Approved, trigger Compliance Management, notify inspector and update timeline.",Approved inspections become permanently read-only.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-025 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-025 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0382,MVP1-M06-026,Level 2 Review & Resubmission,Reviewer,Workflow Engine,Click Reject,Inspection rejected successfully.,"Require rejection reason, update workflow to Rejected, close inspection, notify inspector and update timeline.",Compliance Management shall not be triggered.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-026 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-026 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0383,MVP1-M06-027,Level 2 Review & Resubmission,Reviewer,Audit Service,None,Audit events generated successfully.,"Record review opened, comments, approval, return, rejection, version viewed and timeline viewed.",Every reviewer action shall be auditable.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-027 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-027 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0384,MVP1-M06-028,Level 2 Review & Resubmission,Reviewer,Workflow Engine,Retry,Errors handled safely.,"Handle workflow failures, repository failures and validation failures while preserving review integrity.",Partial review processing shall never occur.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-028 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-028 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0385,MVP1-M06-029,Level 2 Review & Resubmission,Level 2 Reviewer,"Workflow Engine, Permission Engine","Open queue, view assigned inspections.",Reviewer can see assigned pending inspections.,Load inspections with status Pending Review assigned to the reviewer.,Reviewer sees only assigned inspections unless supervisor permission exists.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-029 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-029 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0386,MVP1-M06-030,Level 2 Review & Resubmission,Level 2 Reviewer,Search Service,"Search/filter by inspection number, factory, inspector, risk, date, status, region.",Filters return accurate results.,Apply filters and return matching inspections.,Multiple filters can be combined.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-030 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-030 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0387,MVP1-M06-031,Level 2 Review & Resubmission,Level 2 Reviewer,"SLA Engine, Risk Engine",View SLA/risk badges.,SLA and risk badges display correctly.,"Display SLA status, overdue flag, risk level, critical violations count.",SLA indicator is calculated from submission time.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-031 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-031 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0388,MVP1-M06-032,Level 2 Review & Resubmission,Level 2 Reviewer,Inspection Repository,Click inspection record.,Reviewer can open inspection successfully.,Load latest submitted version in read-only mode.,Latest submitted version is opened by default.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-032 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-032 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0389,MVP1-M06-033,Level 2 Review & Resubmission,Level 2 Reviewer,"Inspection Repository, Permission Engine",Review submitted package.,Workspace loads complete package.,"Load report, checklist, evidence, factory observations, action forms, violations, timeline, audit, versions.",Reviewer cannot edit submitted content.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-033 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-033 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0390,MVP1-M06-034,Level 2 Review & Resubmission,Level 2 Reviewer,"Observation Engine, Senaei",View source/observed values and evidence.,Reviewer sees all inspector-touched factory fields.,"Display Source Value, Observed Value, Verified/Updated status, Before/After, evidence.",Factory master data is not updated in Phase 1.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-034 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-034 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0391,MVP1-M06-035,Level 2 Review & Resubmission,Level 2 Reviewer,Dynamic Form/Template Builder,View report fields and attachments.,Report displays accurately.,Render report in read-only mode from submitted version.,Report cannot be modified by reviewer.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-035 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-035 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0392,MVP1-M06-036,Level 2 Review & Resubmission,Level 2 Reviewer,"Compliance Config, Rule Engine","View answers, comments, violations, evidence.",Checklist displays full execution result.,"Display required/optional items, answers, generated violations, penalties, corrective actions.",Reviewer cannot override predefined violation/penalty.,STM-REV-001;STM-REV-002;STM-REV-003;STM-REV-004 | states: Submitted->Under Review->Approved/Returned/Rejected,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-008;EV-003,"ERR-REV-001;ERR-AUTH-001 | FAIL if requirement MVP1-M06-036 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M06-036 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
