requirement_id,source_id,source_sha256,source_sheet,source_coordinate,module,capability,purpose,user_flow,user_actions,system_actions,ai_actions,inputs,outputs,business_rules,personas,dependencies,source_acceptance_criteria,original_source_text,disposition,disposition_alias,target_module_id,implementation_package,target_routes,target_designs,acceptance_ids,decision_or_blocker_ids,shared_backend_dependencies,evidence_ids,status
CR-342,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !7,Inspection Execution – Virtual,Capture Cancellation Reason,Record why the virtual visit was cancelled.,Cancel Visit,Select Reason,Save cancellation reason and comments.,None,Reason,Cancellation Record,Reason mandatory.,Inspector,Lookup Management,Cancellation reason recorded.,module=Inspection Execution – Virtual | capability=Capture Cancellation Reason | purpose=Record why the virtual visit was cancelled. | user_flow=Cancel Visit | user_actions=Select Reason | system_actions=Save cancellation reason and comments. | ai_actions=None | inputs=Reason | outputs=Cancellation Record | business_rules=Reason mandatory. | personas=Inspector | dependencies=Lookup Management | source_acceptance_criteria=Cancellation reason recorded.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0342,,,WA-EV-0342,BASELINED_NOT_IMPLEMENTED
CR-343,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !8,Inspection Execution – Virtual,Generate Audit Events,Capture all initialization activities.,Throughout Session,None,"Record session creation, cancellation and operational state updates.",None,Events,Audit Timeline,Every event shall be auditable.,Inspector,Audit Service,Audit generated successfully.,"module=Inspection Execution – Virtual | capability=Generate Audit Events | purpose=Capture all initialization activities. | user_flow=Throughout Session | user_actions=None | system_actions=Record session creation, cancellation and operational state updates. | ai_actions=None | inputs=Events | outputs=Audit Timeline | business_rules=Every event shall be auditable. | personas=Inspector | dependencies=Audit Service | source_acceptance_criteria=Audit generated successfully.",PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0343,,,WA-EV-0343,BASELINED_NOT_IMPLEMENTED
CR-344,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !9,Inspection Execution – Virtual,Join Session,Connect inspector to the virtual session.,Session Started,Click Join Session,Open configured meeting provider and connect inspector.,None,Session,Active Meeting,Meeting provider is transparent to business users.,Inspector,Meeting Integration,Inspector connected successfully.,module=Inspection Execution – Virtual | capability=Join Session | purpose=Connect inspector to the virtual session. | user_flow=Session Started | user_actions=Click Join Session | system_actions=Open configured meeting provider and connect inspector. | ai_actions=None | inputs=Session | outputs=Active Meeting | business_rules=Meeting provider is transparent to business users. | personas=Inspector | dependencies=Meeting Integration | source_acceptance_criteria=Inspector connected successfully.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0344,,,WA-EV-0344,BASELINED_NOT_IMPLEMENTED
CR-345,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !10,Inspection Execution – Virtual,Wait for Factory Representative,Wait until the factory representative joins.,Waiting Room,None,Monitor participant status.,None,Session,Waiting Status,Inspection cannot start until factory joins.,Inspector,Meeting Provider,Waiting state displayed correctly.,module=Inspection Execution – Virtual | capability=Wait for Factory Representative | purpose=Wait until the factory representative joins. | user_flow=Waiting Room | user_actions=None | system_actions=Monitor participant status. | ai_actions=None | inputs=Session | outputs=Waiting Status | business_rules=Inspection cannot start until factory joins. | personas=Inspector | dependencies=Meeting Provider | source_acceptance_criteria=Waiting state displayed correctly.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0345,,,WA-EV-0345,BASELINED_NOT_IMPLEMENTED
CR-346,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !11,Inspection Execution – Virtual,Capture Participant Join,Record attendance.,Meeting,None,Capture Inspector Join Time and Factory Representative Join Time.,None,Participants,Attendance Record,Join times are auditable.,Inspector,Meeting Provider,Join times stored successfully.,module=Inspection Execution – Virtual | capability=Capture Participant Join | purpose=Record attendance. | user_flow=Meeting | user_actions=None | system_actions=Capture Inspector Join Time and Factory Representative Join Time. | ai_actions=None | inputs=Participants | outputs=Attendance Record | business_rules=Join times are auditable. | personas=Inspector | dependencies=Meeting Provider | source_acceptance_criteria=Join times stored successfully.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0346,,,WA-EV-0346,BASELINED_NOT_IMPLEMENTED
CR-347,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !12,Inspection Execution – Virtual,Monitor Session Status,Monitor active meeting.,During Session,None,"Track Connected, Disconnected, Reconnected and Session End events.",None,Session,Session Events,Every meeting event recorded.,Inspector,Meeting Provider,Meeting lifecycle recorded successfully.,"module=Inspection Execution – Virtual | capability=Monitor Session Status | purpose=Monitor active meeting. | user_flow=During Session | user_actions=None | system_actions=Track Connected, Disconnected, Reconnected and Session End events. | ai_actions=None | inputs=Session | outputs=Session Events | business_rules=Every meeting event recorded. | personas=Inspector | dependencies=Meeting Provider | source_acceptance_criteria=Meeting lifecycle recorded successfully.",PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0347,,,WA-EV-0347,BASELINED_NOT_IMPLEMENTED
CR-348,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !13,Inspection Execution – Virtual,Generate Session Audit,Record session lifecycle.,Throughout Meeting,None,"Record Join, Leave, Disconnect and Reconnect events.",None,Session Events,Audit Timeline,Session history always available.,Reviewer,Audit Service,Complete meeting audit generated.,"module=Inspection Execution – Virtual | capability=Generate Session Audit | purpose=Record session lifecycle. | user_flow=Throughout Meeting | user_actions=None | system_actions=Record Join, Leave, Disconnect and Reconnect events. | ai_actions=None | inputs=Session Events | outputs=Audit Timeline | business_rules=Session history always available. | personas=Reviewer | dependencies=Audit Service | source_acceptance_criteria=Complete meeting audit generated.",PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0348,,,WA-EV-0348,BASELINED_NOT_IMPLEMENTED
CR-349,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !14,Inspection Execution – Virtual,Initiate Identity Verification,Verify the factory representative before inspection starts.,Meeting Connected,Click Verify Identity,Display available verification method.,None,Session,Verification Request,Inspection cannot proceed before verification.,Inspector,Identity Service,Verification initiated successfully.,module=Inspection Execution – Virtual | capability=Initiate Identity Verification | purpose=Verify the factory representative before inspection starts. | user_flow=Meeting Connected | user_actions=Click Verify Identity | system_actions=Display available verification method. | ai_actions=None | inputs=Session | outputs=Verification Request | business_rules=Inspection cannot proceed before verification. | personas=Inspector | dependencies=Identity Service | source_acceptance_criteria=Verification initiated successfully.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0349,,,WA-EV-0349,BASELINED_NOT_IMPLEMENTED
CR-350,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !15,Inspection Execution – Virtual,Send OTP,Generate verification code.,Verification,Click Send OTP,Generate OTP and send it to the registered representative.,None,Representative Contact,OTP,OTP validity configurable.,Inspector,Notification Service,OTP sent successfully.,module=Inspection Execution – Virtual | capability=Send OTP | purpose=Generate verification code. | user_flow=Verification | user_actions=Click Send OTP | system_actions=Generate OTP and send it to the registered representative. | ai_actions=None | inputs=Representative Contact | outputs=OTP | business_rules=OTP validity configurable. | personas=Inspector | dependencies=Notification Service | source_acceptance_criteria=OTP sent successfully.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0350,,,WA-EV-0350,BASELINED_NOT_IMPLEMENTED
CR-351,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !16,Inspection Execution – Virtual,Verify OTP,Verify representative identity.,Verification,Enter OTP,Validate OTP.,None,OTP,Verified Identity,Only verified representatives may proceed.,Inspector,Identity Service,OTP validated successfully.,module=Inspection Execution – Virtual | capability=Verify OTP | purpose=Verify representative identity. | user_flow=Verification | user_actions=Enter OTP | system_actions=Validate OTP. | ai_actions=None | inputs=OTP | outputs=Verified Identity | business_rules=Only verified representatives may proceed. | personas=Inspector | dependencies=Identity Service | source_acceptance_criteria=OTP validated successfully.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0351,,,WA-EV-0351,BASELINED_NOT_IMPLEMENTED
CR-352,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !17,Inspection Execution – Virtual,Handle Verification Failure,Handle failed verification attempts.,OTP Failed,Retry,Allow configurable retry attempts. Block inspection after maximum attempts.,None,Invalid OTP,Failed Verification,Inspection cannot start while verification fails.,Inspector,Identity Service,Failure handled correctly.,module=Inspection Execution – Virtual | capability=Handle Verification Failure | purpose=Handle failed verification attempts. | user_flow=OTP Failed | user_actions=Retry | system_actions=Allow configurable retry attempts. Block inspection after maximum attempts. | ai_actions=None | inputs=Invalid OTP | outputs=Failed Verification | business_rules=Inspection cannot start while verification fails. | personas=Inspector | dependencies=Identity Service | source_acceptance_criteria=Failure handled correctly.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0352,,,WA-EV-0352,BASELINED_NOT_IMPLEMENTED
CR-353,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !18,Inspection Execution – Virtual,Record Verification Details,Preserve verification evidence.,OTP Success,None,"Capture verification time, verification method and representative details.",None,Verification,Verification Record,Verification becomes part of inspection audit.,Reviewer,Audit Service,Verification stored successfully.,"module=Inspection Execution – Virtual | capability=Record Verification Details | purpose=Preserve verification evidence. | user_flow=OTP Success | user_actions=None | system_actions=Capture verification time, verification method and representative details. | ai_actions=None | inputs=Verification | outputs=Verification Record | business_rules=Verification becomes part of inspection audit. | personas=Reviewer | dependencies=Audit Service | source_acceptance_criteria=Verification stored successfully.",PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0353,,,WA-EV-0353,BASELINED_NOT_IMPLEMENTED
CR-354,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !19,Inspection Execution – Virtual,Update Operational State,Reflect successful verification.,Identity Verified,None,Update Operational State from Session Started to Identity Verified.,None,Current State,Updated State,Workflow Status unchanged.,Inspector,Workflow Engine,Operational State updated successfully.,module=Inspection Execution – Virtual | capability=Update Operational State | purpose=Reflect successful verification. | user_flow=Identity Verified | user_actions=None | system_actions=Update Operational State from Session Started to Identity Verified. | ai_actions=None | inputs=Current State | outputs=Updated State | business_rules=Workflow Status unchanged. | personas=Inspector | dependencies=Workflow Engine | source_acceptance_criteria=Operational State updated successfully.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0354,,,WA-EV-0354,BASELINED_NOT_IMPLEMENTED
CR-355,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !20,Inspection Execution – Virtual,Start Inspection,Officially begin the inspection execution.,Identity Verified,Click Start Inspection,"Update Workflow Status to In Progress, initialize Execution Workspace, create Inspection Session and start SLA timer.",None,Virtual Session,Active Inspection,Inspection cannot start before successful identity verification.,Inspector,Execution Engine,Execution Workspace opens successfully.,"module=Inspection Execution – Virtual | capability=Start Inspection | purpose=Officially begin the inspection execution. | user_flow=Identity Verified | user_actions=Click Start Inspection | system_actions=Update Workflow Status to In Progress, initialize Execution Workspace, create Inspection Session and start SLA timer. | ai_actions=None | inputs=Virtual Session | outputs=Active Inspection | business_rules=Inspection cannot start before successful identity verification. | personas=Inspector | dependencies=Execution Engine | source_acceptance_criteria=Execution Workspace opens successfully.",PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0355,,,WA-EV-0355,BASELINED_NOT_IMPLEMENTED
CR-356,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution - Virtual ,Inspection Excution - Virtual !21,Inspection Execution – Virtual,Redirect to Common Execution Engine,Reuse the standard inspection execution flow.,Inspection Started,None,Redirect inspector to the shared execution engine used by all inspection modes.,None,Inspection Session,Execution Workspace,No virtual-specific logic exists after this point.,Inspector,Common Execution Engine,Inspector continues using the shared execution flow.,module=Inspection Execution – Virtual | capability=Redirect to Common Execution Engine | purpose=Reuse the standard inspection execution flow. | user_flow=Inspection Started | user_actions=None | system_actions=Redirect inspector to the shared execution engine used by all inspection modes. | ai_actions=None | inputs=Inspection Session | outputs=Execution Workspace | business_rules=No virtual-specific logic exists after this point. | personas=Inspector | dependencies=Common Execution Engine | source_acceptance_criteria=Inspector continues using the shared execution flow.,PHASE1_WEB,,MOD-10,M11,/virtual/**,SAQEEL Virtual,WA-AC-0356,,,WA-EV-0356,BASELINED_NOT_IMPLEMENTED
CR-357,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!2,Inspection Review,Review Decision Panel,Allow Level 2 reviewer to take the final review decision.,Pending Review → Open Inspection → Review → Decision Panel,"Select Approve, Return, or Reject.",Display available actions based on reviewer permission and inspection status.,None,"Inspection ID, Reviewer ID",Decision Options,"Only Level 2 reviewer can approve, return, or reject. Reviewer cannot edit inspection content.",Level 2 Reviewer,"Workflow Engine, Permission Engine",Reviewer sees only valid actions for Pending Review inspection.,"module=Inspection Review | capability=Review Decision Panel | purpose=Allow Level 2 reviewer to take the final review decision. | user_flow=Pending Review → Open Inspection → Review → Decision Panel | user_actions=Select Approve, Return, or Reject. | system_actions=Display available actions based on reviewer permission and inspection status. | ai_actions=None | inputs=Inspection ID, Reviewer ID | outputs=Decision Options | business_rules=Only Level 2 reviewer can approve, return, or reject. Reviewer cannot edit inspection content. | personas=Level 2 Reviewer | dependencies=Workflow Engine, Permission Engine | source_acceptance_criteria=Reviewer sees only valid actions for Pending Review inspection.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0357,,,WA-EV-0357,BASELINED_NOT_IMPLEMENTED
CR-358,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!3,Inspection Review,Approve Confirmation,Prevent accidental approval of high-impact inspection outcomes.,Review → Approve → Confirmation Modal,"Click Approve, review confirmation summary, confirm approval or cancel.","Display inspection summary, violations, critical violations, action forms, evidence count, factory updates, version number, and compliance preview.",None,"Inspection Summary, Generated Violations, Action Forms",Approval Confirmation,Approval is irreversible. Reviewer must confirm before approval is committed.,Level 2 Reviewer,"Review Engine, Compliance Preview Engine",Approval confirmation appears before final approval.,"module=Inspection Review | capability=Approve Confirmation | purpose=Prevent accidental approval of high-impact inspection outcomes. | user_flow=Review → Approve → Confirmation Modal | user_actions=Click Approve, review confirmation summary, confirm approval or cancel. | system_actions=Display inspection summary, violations, critical violations, action forms, evidence count, factory updates, version number, and compliance preview. | ai_actions=None | inputs=Inspection Summary, Generated Violations, Action Forms | outputs=Approval Confirmation | business_rules=Approval is irreversible. Reviewer must confirm before approval is committed. | personas=Level 2 Reviewer | dependencies=Review Engine, Compliance Preview Engine | source_acceptance_criteria=Approval confirmation appears before final approval.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0358,,,WA-EV-0358,BASELINED_NOT_IMPLEMENTED
CR-359,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!4,Inspection Review,Compliance Preview,Show reviewer the expected compliance consequences before approval.,Approve Confirmation,Review preview only.,"Display expected penalties, official documents, corrective actions, and notifications that may be generated after approval.",None,"Generated Violations, Penalty Configuration",Compliance Preview,Preview is read-only. Reviewer cannot modify penalties from this screen.,Level 2 Reviewer,"Compliance Configuration, Dynamic Template Builder",Reviewer can see consequences before approving.,"module=Inspection Review | capability=Compliance Preview | purpose=Show reviewer the expected compliance consequences before approval. | user_flow=Approve Confirmation | user_actions=Review preview only. | system_actions=Display expected penalties, official documents, corrective actions, and notifications that may be generated after approval. | ai_actions=None | inputs=Generated Violations, Penalty Configuration | outputs=Compliance Preview | business_rules=Preview is read-only. Reviewer cannot modify penalties from this screen. | personas=Level 2 Reviewer | dependencies=Compliance Configuration, Dynamic Template Builder | source_acceptance_criteria=Reviewer can see consequences before approving.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0359,,,WA-EV-0359,BASELINED_NOT_IMPLEMENTED
CR-360,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!5,Inspection Review,Approve Inspection,Approve the submitted inspection and hand over to Compliance Management.,Approve Confirmation → Confirm Approve,Click Confirm Approve.,"Permanently lock latest inspection version, update status to Approved, create approval timeline event, notify inspector, trigger Compliance Management.",None,Approved Decision,Approved Inspection,Approved inspection is permanently read-only. Compliance Engine starts only after approval.,Level 2 Reviewer,"Workflow Engine, Compliance Engine, Notification Service, Audit Service",Inspection status becomes Approved and Compliance Management is triggered.,"module=Inspection Review | capability=Approve Inspection | purpose=Approve the submitted inspection and hand over to Compliance Management. | user_flow=Approve Confirmation → Confirm Approve | user_actions=Click Confirm Approve. | system_actions=Permanently lock latest inspection version, update status to Approved, create approval timeline event, notify inspector, trigger Compliance Management. | ai_actions=None | inputs=Approved Decision | outputs=Approved Inspection | business_rules=Approved inspection is permanently read-only. Compliance Engine starts only after approval. | personas=Level 2 Reviewer | dependencies=Workflow Engine, Compliance Engine, Notification Service, Audit Service | source_acceptance_criteria=Inspection status becomes Approved and Compliance Management is triggered.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0360,,,WA-EV-0360,BASELINED_NOT_IMPLEMENTED
CR-361,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!6,Inspection Review,Return Confirmation,Confirm return decision and required correction scope.,Review → Return → Return Modal,"Select returned sections, enter mandatory reason, optional comments, confirm return or cancel.","Display selected returned sections, reason field, comments field, and return impact summary.",None,"Return Sections, Reason, Comments",Return Confirmation,Return reason is mandatory. Reviewer may identify one or more sections requiring correction.,Level 2 Reviewer,"Workflow Engine, Version Engine",Return cannot be submitted without reason.,"module=Inspection Review | capability=Return Confirmation | purpose=Confirm return decision and required correction scope. | user_flow=Review → Return → Return Modal | user_actions=Select returned sections, enter mandatory reason, optional comments, confirm return or cancel. | system_actions=Display selected returned sections, reason field, comments field, and return impact summary. | ai_actions=None | inputs=Return Sections, Reason, Comments | outputs=Return Confirmation | business_rules=Return reason is mandatory. Reviewer may identify one or more sections requiring correction. | personas=Level 2 Reviewer | dependencies=Workflow Engine, Version Engine | source_acceptance_criteria=Return cannot be submitted without reason.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0361,,,WA-EV-0361,BASELINED_NOT_IMPLEMENTED
CR-362,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!7,Inspection Review,Return Inspection,Return inspection to inspector for correction.,Return Confirmation → Confirm Return,Confirm return.,"Update status to Returned, unlock returned inspection for assigned inspector, preserve submitted version, notify inspector, create timeline and audit events.",None,Return Decision,Returned Inspection,Returned inspection becomes editable for inspector. Previous submitted version remains locked for audit.,"Level 2 Reviewer, Inspector","Workflow Engine, Version Engine, Notification Service",Inspection is returned and inspector can update it.,"module=Inspection Review | capability=Return Inspection | purpose=Return inspection to inspector for correction. | user_flow=Return Confirmation → Confirm Return | user_actions=Confirm return. | system_actions=Update status to Returned, unlock returned inspection for assigned inspector, preserve submitted version, notify inspector, create timeline and audit events. | ai_actions=None | inputs=Return Decision | outputs=Returned Inspection | business_rules=Returned inspection becomes editable for inspector. Previous submitted version remains locked for audit. | personas=Level 2 Reviewer, Inspector | dependencies=Workflow Engine, Version Engine, Notification Service | source_acceptance_criteria=Inspection is returned and inspector can update it.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0362,,,WA-EV-0362,BASELINED_NOT_IMPLEMENTED
CR-363,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!8,Inspection Review,Reject Confirmation,Prevent accidental rejection of submitted inspection.,Review → Reject → Reject Modal,"Enter mandatory rejection reason, optional comments, confirm reject or cancel.","Display rejection impact: status becomes Rejected, no Compliance Management, inspection read-only forever, inspector notified.",None,"Rejection Reason, Comments",Reject Confirmation,Rejection reason is mandatory. Reject is final.,Level 2 Reviewer,Workflow Engine,Reject cannot proceed without reason.,"module=Inspection Review | capability=Reject Confirmation | purpose=Prevent accidental rejection of submitted inspection. | user_flow=Review → Reject → Reject Modal | user_actions=Enter mandatory rejection reason, optional comments, confirm reject or cancel. | system_actions=Display rejection impact: status becomes Rejected, no Compliance Management, inspection read-only forever, inspector notified. | ai_actions=None | inputs=Rejection Reason, Comments | outputs=Reject Confirmation | business_rules=Rejection reason is mandatory. Reject is final. | personas=Level 2 Reviewer | dependencies=Workflow Engine | source_acceptance_criteria=Reject cannot proceed without reason.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0363,,,WA-EV-0363,BASELINED_NOT_IMPLEMENTED
CR-364,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!9,Inspection Review,Reject Inspection,Invalidate submitted inspection and close review without compliance processing.,Reject Confirmation → Confirm Reject,Confirm reject.,"Update status to Rejected, permanently lock inspection, stop workflow, prevent Compliance Management trigger, notify inspector, create timeline and audit events.",None,Rejection Decision,Rejected Inspection,"Rejected inspections cannot be reopened. If another inspection is required, a new visit must be created.",Level 2 Reviewer,"Workflow Engine, Notification Service, Audit Service","Inspection is rejected, read-only, and Compliance Engine is not triggered.","module=Inspection Review | capability=Reject Inspection | purpose=Invalidate submitted inspection and close review without compliance processing. | user_flow=Reject Confirmation → Confirm Reject | user_actions=Confirm reject. | system_actions=Update status to Rejected, permanently lock inspection, stop workflow, prevent Compliance Management trigger, notify inspector, create timeline and audit events. | ai_actions=None | inputs=Rejection Decision | outputs=Rejected Inspection | business_rules=Rejected inspections cannot be reopened. If another inspection is required, a new visit must be created. | personas=Level 2 Reviewer | dependencies=Workflow Engine, Notification Service, Audit Service | source_acceptance_criteria=Inspection is rejected, read-only, and Compliance Engine is not triggered.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0364,,,WA-EV-0364,BASELINED_NOT_IMPLEMENTED
CR-365,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!10,Inspection Review,Decision Audit,Capture all reviewer decisions for traceability.,Any Review Decision,None.,"Log reviewer ID, decision, reason, comments, previous status, new status, timestamp, version, and affected sections.",None,Decision Event,Audit Record,Every decision must be immutable and auditable.,"Reviewer, Auditor",Audit Service,Complete audit record exists for each decision.,"module=Inspection Review | capability=Decision Audit | purpose=Capture all reviewer decisions for traceability. | user_flow=Any Review Decision | user_actions=None. | system_actions=Log reviewer ID, decision, reason, comments, previous status, new status, timestamp, version, and affected sections. | ai_actions=None | inputs=Decision Event | outputs=Audit Record | business_rules=Every decision must be immutable and auditable. | personas=Reviewer, Auditor | dependencies=Audit Service | source_acceptance_criteria=Complete audit record exists for each decision.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0365,,,WA-EV-0365,BASELINED_NOT_IMPLEMENTED
CR-366,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!11,Inspection Review,Decision Timeline,Show decision history in the inspection timeline.,Decision Completed,View timeline.,"Add timeline event for Approved, Returned, or Rejected decision.",None,Decision Event,Timeline Entry,Timeline is immutable.,"Inspector, Reviewer, Auditor",Timeline Service,Decision appears in inspection timeline.,"module=Inspection Review | capability=Decision Timeline | purpose=Show decision history in the inspection timeline. | user_flow=Decision Completed | user_actions=View timeline. | system_actions=Add timeline event for Approved, Returned, or Rejected decision. | ai_actions=None | inputs=Decision Event | outputs=Timeline Entry | business_rules=Timeline is immutable. | personas=Inspector, Reviewer, Auditor | dependencies=Timeline Service | source_acceptance_criteria=Decision appears in inspection timeline.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0366,,,WA-EV-0366,BASELINED_NOT_IMPLEMENTED
CR-367,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!12,Inspection Review,Version Handling on Return,Preserve inspection history across return cycles.,Return → Inspector Update → Resubmit,Inspector edits returned inspection and resubmits.,Preserve previous submitted version and create a new version on resubmission.,None,Returned Inspection,New Submission Version,No submitted version is overwritten. Latest submitted version is used for review.,"Inspector, Reviewer",Version Engine,Reviewer can compare previous and latest versions.,"module=Inspection Review | capability=Version Handling on Return | purpose=Preserve inspection history across return cycles. | user_flow=Return → Inspector Update → Resubmit | user_actions=Inspector edits returned inspection and resubmits. | system_actions=Preserve previous submitted version and create a new version on resubmission. | ai_actions=None | inputs=Returned Inspection | outputs=New Submission Version | business_rules=No submitted version is overwritten. Latest submitted version is used for review. | personas=Inspector, Reviewer | dependencies=Version Engine | source_acceptance_criteria=Reviewer can compare previous and latest versions.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0367,,,WA-EV-0367,BASELINED_NOT_IMPLEMENTED
