capture_id,screen_id,screen_name,channel,process_id,route,catalogue_route,route_status,persona,authorization,permission_rule,state,locale,direction,theme,viewport_profile,viewport,data_precondition,safe_capture_rule,existing_evidence_reuse,blocker,wave
P2C-04498,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,recovery,AR,RTL,dark,L,1024x1366,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04499,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,recovery,EN,LTR,light,M,1366x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04500,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,recovery,AR,RTL,dark,N,1366x1024,Deterministic local queue/version fixture; no server overwrite or workflow transition,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04501,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,mandatory_gap,EN,LTR,light,I,1024x1366,Named deterministic fixture matching the catalogue state; no shared-data mutation,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04502,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,mandatory_gap,EN,LTR,dark,J,1024x1366,Named deterministic fixture matching the catalogue state; no shared-data mutation,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04503,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,mandatory_gap,AR,RTL,light,K,1024x1366,Named deterministic fixture matching the catalogue state; no shared-data mutation,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04504,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,mandatory_gap,AR,RTL,dark,L,1024x1366,Named deterministic fixture matching the catalogue state; no shared-data mutation,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04505,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,mandatory_gap,EN,LTR,light,M,1366x1024,Named deterministic fixture matching the catalogue state; no shared-data mutation,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04506,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,mandatory_gap,AR,RTL,dark,N,1366x1024,Named deterministic fixture matching the catalogue state; no shared-data mutation,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04507,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,duplicate_retry,EN,LTR,light,I,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04508,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,duplicate_retry,EN,LTR,dark,J,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04509,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,duplicate_retry,AR,RTL,light,K,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04510,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,duplicate_retry,AR,RTL,dark,L,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04511,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,duplicate_retry,EN,LTR,light,M,1366x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04512,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,duplicate_retry,AR,RTL,dark,N,1366x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04513,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,network_failure,EN,LTR,light,I,1024x1366,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04514,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,network_failure,EN,LTR,dark,J,1024x1366,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04515,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,network_failure,AR,RTL,light,K,1024x1366,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04516,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,network_failure,AR,RTL,dark,L,1024x1366,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04517,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,network_failure,EN,LTR,light,M,1366x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04518,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Inspector,positive,Assigned inspector,network_failure,AR,RTL,dark,N,1366x1024,Fail-closed provider/subservice fixture; provider remains unavailable and clearly labelled,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04519,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Planner,negative,Assigned inspector,unauthorized,EN,LTR,light,I,1024x1366,Authenticated Planner account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04520,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Planner,negative,Assigned inspector,unauthorized,EN,LTR,dark,J,1024x1366,Authenticated Planner account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04521,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Planner,negative,Assigned inspector,unauthorized,AR,RTL,light,K,1024x1366,Authenticated Planner account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04522,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Planner,negative,Assigned inspector,unauthorized,AR,RTL,dark,L,1024x1366,Authenticated Planner account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04523,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Planner,negative,Assigned inspector,unauthorized,EN,LTR,light,M,1366x1024,Authenticated Planner account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04524,SCR-IPAD-660,Pre-Submit & Submission,iPad,G2-P09,/field/inspection/:id,/ipad/inspections/:id/submit,implemented_logical,Planner,negative,Assigned inspector,unauthorized,AR,RTL,dark,N,1366x1024,Authenticated Planner account has no route entitlement; direct GET/navigation only,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04525,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,populated,EN,LTR,light,I,1024x1366,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04526,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,populated,EN,LTR,dark,J,1024x1366,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04527,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,populated,AR,RTL,light,K,1024x1366,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04528,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,populated,AR,RTL,dark,L,1024x1366,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04529,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,populated,EN,LTR,light,M,1366x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04530,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,populated,AR,RTL,dark,N,1366x1024,Read-only deterministic fixture or existing scoped record; known commit and freshness timestamp,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04531,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,loading,EN,LTR,light,I,1024x1366,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04532,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,loading,EN,LTR,dark,J,1024x1366,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04533,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,loading,AR,RTL,light,K,1024x1366,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04534,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,loading,AR,RTL,dark,L,1024x1366,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04535,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,loading,EN,LTR,light,M,1366x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04536,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,loading,AR,RTL,dark,N,1366x1024,Deterministic render/network delay; no action submitted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04537,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,empty,EN,LTR,light,I,1024x1366,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04538,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,empty,EN,LTR,dark,J,1024x1366,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04539,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,empty,AR,RTL,light,K,1024x1366,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04540,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,empty,AR,RTL,dark,L,1024x1366,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04541,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,empty,EN,LTR,light,M,1366x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04542,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,empty,AR,RTL,dark,N,1366x1024,Authorized zero-row scope or deterministic empty fixture; no shared rows deleted,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04543,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,validation,EN,LTR,light,I,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04544,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,validation,EN,LTR,dark,J,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04545,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,validation,AR,RTL,light,K,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04546,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,validation,AR,RTL,dark,L,1024x1366,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04547,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,validation,EN,LTR,light,M,1366x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04548,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,validation,AR,RTL,dark,N,1366x1024,Local draft/fixture with named invalid field or guard; do not submit/publish,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04549,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,read_only,EN,LTR,light,I,1024x1366,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04550,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,read_only,EN,LTR,dark,J,1024x1366,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04551,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,read_only,AR,RTL,light,K,1024x1366,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04552,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,read_only,AR,RTL,dark,L,1024x1366,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04553,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,read_only,EN,LTR,light,M,1366x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
P2C-04554,SCR-IPAD-670,Returned Correction,iPad,G2-P11,/field/inspection/:id,/ipad/returned/:id,implemented_logical,Inspector,positive,Assigned inspector,read_only,AR,RTL,dark,N,1366x1024,Immutable/published/submitted fixture or view-only role; no edit attempt beyond client guard,READ_ONLY_CAPTURE; no publish/approve/submit/cancel/reassign/override; stop if state requires shared mutation; mask PII/secrets; use isolated local fixture/outbox; never transition a real visit,NONE_LOCATED: fresh capture required,none,W5_FIELD_IPAD
