requirement_id,parent_capability_id,source_id,source_coordinate,classification,normalized_requirement,acceptance_criteria
REQ-R0C-01734,,SRC-08,paragraph 468,BUSINESS_REQUIREMENT,The objective of Violation Configuration is to define the enforcement outcome that shall occur when an inspector records a Non-Compliant response against an Inspection Item.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The objective of Violation Configuration is to define the enforcement outcome that shall occur when an inspector records a Non-Compliant response against an Inspection Item.
REQ-R0C-01735,,SRC-08,paragraph 481,BUSINESS_RULE,The Violation shall not define the Response Type or Response Values. These values shall be retrieved from the Response Type selected within the Inspection Item.,Pass when this rule is enforced and a violating path is prevented or handled: The Violation shall not define the Response Type or Response Values. These values shall be retrieved from the Response Type selected within the Inspection Item.
REQ-R0C-01736,,SRC-08,paragraph 484,BUSINESS_REQUIREMENT,The system shall allow authorized users to create a new Violation through a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall allow authorized users to create a new Violation through a Compliance Configuration Request.
REQ-R0C-01737,,SRC-08,paragraph 495,BUSINESS_REQUIREMENT,The Violation shall remain in Draft until the Compliance Configuration Request is submitted.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Violation shall remain in Draft until the Compliance Configuration Request is submitted.
REQ-R0C-01738,,SRC-08,paragraph 498,BUSINESS_REQUIREMENT,The system shall allow authorized users to modify an existing Violation through a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall allow authorized users to modify an existing Violation through a Compliance Configuration Request.
REQ-R0C-01739,,SRC-08,paragraph 499,BUSINESS_REQUIREMENT,The currently approved Violation configuration shall remain active and unchanged until the submitted request is approved.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The currently approved Violation configuration shall remain active and unchanged until the submitted request is approved.
REQ-R0C-01740,,SRC-08,paragraph 511,BUSINESS_REQUIREMENT,Historical inspections and enforcement records shall continue using the Violation configuration that was effective when the inspection was executed.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Historical inspections and enforcement records shall continue using the Violation configuration that was effective when the inspection was executed.
REQ-R0C-01741,,SRC-08,paragraph 531,BUSINESS_REQUIREMENT,Activate / Deactivate Violation,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Activate / Deactivate Violation
REQ-R0C-01742,,SRC-08,paragraph 532,BUSINESS_REQUIREMENT,Authorized users shall be able to activate or deactivate an approved Violation directly without creating a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Authorized users shall be able to activate or deactivate an approved Violation directly without creating a Compliance Configuration Request.
REQ-R0C-01743,,SRC-08,paragraph 543,BUSINESS_REQUIREMENT,"Its Action Form is Active, where an Action Form is required.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: Its Action Form is Active, where an Action Form is required."
REQ-R0C-01744,,SRC-08,paragraph 548,BUSINESS_REQUIREMENT,"During Inspection Execution, the system shall evaluate the inspector response using the Response Evaluation Mapping configured in Response Type Management.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: During Inspection Execution, the system shall evaluate the inspector response using the Response Evaluation Mapping configured in Response Type Management."
REQ-R0C-01745,,SRC-08,paragraph 568,BUSINESS_REQUIREMENT,Factory Closure Action Form is required,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Factory Closure Action Form is required
REQ-R0C-01746,,SRC-08,paragraph 579,BUSINESS_REQUIREMENT,All Violation configuration and operational-status changes shall be recorded in the Audit Log.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Violation configuration and operational-status changes shall be recorded in the Audit Log.
REQ-R0C-01747,,SRC-08,paragraph 600,BUSINESS_REQUIREMENT,Authorized users can create a Violation through a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Authorized users can create a Violation through a Compliance Configuration Request.
REQ-R0C-01748,,SRC-08,paragraph 608,BUSINESS_REQUIREMENT,"When Action Form Required = Yes, the configured Action Form must be completed before submission.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: When Action Form Required = Yes, the configured Action Form must be completed before submission."
REQ-R0C-01749,,SRC-08,paragraph 611,BUSINESS_REQUIREMENT,"All Create, Update, Activate, Deactivate, approval, and configuration changes are recorded in the Audit Log.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Create, Update, Activate, Deactivate, approval, and configuration changes are recorded in the Audit Log."
REQ-R0C-01750,,SRC-08,paragraph 612,BUSINESS_REQUIREMENT,why there is penalty ? we will create the penalty after violation creation,Pass when the normalized obligation is demonstrably satisfied at the cited source location: why there is penalty ? we will create the penalty after violation creation
REQ-R0C-01751,,SRC-08,paragraph 647,BUSINESS_REQUIREMENT,An approved Violation may be used during Penalty Configuration. Penalties shall be created and linked to the Violation through a separate Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: An approved Violation may be used during Penalty Configuration. Penalties shall be created and linked to the Violation through a separate Compliance Configuration Request.
REQ-R0C-01752,,SRC-08,paragraph 669,BUSINESS_REQUIREMENT,Violation may define the required documentation,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Violation may define the required documentation
REQ-R0C-01753,,SRC-08,paragraph 711,BUSINESS_REQUIREMENT,"""When should this violation occur and what should happen operationally?""","Pass when the normalized obligation is demonstrably satisfied at the cited source location: ""When should this violation occur and what should happen operationally?"""
REQ-R0C-01754,,SRC-08,paragraph 721,BUSINESS_REQUIREMENT,Each Violation shall have one Penalty,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Each Violation shall have one Penalty
REQ-R0C-01755,,SRC-08,paragraph 773,BUSINESS_REQUIREMENT,Each Violation shall define the penalty...,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Each Violation shall define the penalty...
REQ-R0C-01756,,SRC-08,paragraph 779,BUSINESS_REQUIREMENT,Define the Violation details and severity.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Define the Violation details and severity.
REQ-R0C-01757,,SRC-08,paragraph 781,BUSINESS_REQUIREMENT,Optionally define a Grace Period.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Optionally define a Grace Period.
REQ-R0C-01758,,SRC-08,paragraph 783,BUSINESS_REQUIREMENT,Optionally define an Associated Action Form.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Optionally define an Associated Action Form.
REQ-R0C-01759,,SRC-08,paragraph 784,BUSINESS_REQUIREMENT,Penalties shall be configured separately through the Penalty Configuration module after the Violation has been approved.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Penalties shall be configured separately through the Penalty Configuration module after the Violation has been approved.
REQ-R0C-01760,,SRC-08,paragraph 789,BUSINESS_REQUIREMENT,Violation When does a breach occur and what operational actions are required?,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Violation When does a breach occur and what operational actions are required?
REQ-R0C-01761,,SRC-08,paragraph 807,BUSINESS_REQUIREMENT,"Before writing, let's define the Penalty correctly","Pass when the normalized obligation is demonstrably satisfied at the cited source location: Before writing, let's define the Penalty correctly"
REQ-R0C-01762,,SRC-08,paragraph 817,BUSINESS_REQUIREMENT,I think we should introduce Penalty Type,Pass when the normalized obligation is demonstrably satisfied at the cited source location: I think we should introduce Penalty Type
REQ-R0C-01763,,SRC-08,paragraph 853,BUSINESS_REQUIREMENT,Create Enforcement Record,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Create Enforcement Record
REQ-R0C-01764,,SRC-08,paragraph 857,BUSINESS_REQUIREMENT,Generate Factory Closure Action Form,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Generate Factory Closure Action Form
REQ-R0C-01765,,SRC-08,paragraph 877,BUSINESS_REQUIREMENT,Introduce the ability to create and modify Penalty Configurations through the Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Introduce the ability to create and modify Penalty Configurations through the Compliance Configuration Request.
REQ-R0C-01766,,SRC-08,paragraph 879,BUSINESS_REQUIREMENT,The Penalty shall be created only after the related Violation has been created and approved.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Penalty shall be created only after the related Violation has been created and approved.
REQ-R0C-01767,,SRC-08,paragraph 886,USER_ACTION,These configurations shall be inherited through the selected Violation.,Pass when the actor can complete this action and the resulting state is visible: These configurations shall be inherited through the selected Violation.
REQ-R0C-01768,,SRC-08,paragraph 897,BUSINESS_REQUIREMENT,All Create and Update operations shall be performed through a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Create and Update operations shall be performed through a Compliance Configuration Request.
REQ-R0C-01769,,SRC-08,paragraph 898,BUSINESS_REQUIREMENT,Activation and Deactivation shall be available directly to authorized users after the Penalty has been approved.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Activation and Deactivation shall be available directly to authorized users after the Penalty has been approved.
REQ-R0C-01770,,SRC-08,paragraph 901,BUSINESS_REQUIREMENT,The objective of Penalty Configuration is to define the regulatory consequences associated with an approved Violation.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The objective of Penalty Configuration is to define the regulatory consequences associated with an approved Violation.
REQ-R0C-01771,,SRC-08,paragraph 904,BUSINESS_REQUIREMENT,Define the administrative and technical rules governing the Penalty.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Define the administrative and technical rules governing the Penalty.
REQ-R0C-01772,,SRC-08,paragraph 906,BUSINESS_REQUIREMENT,Configure financial fine information when applicable.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Configure financial fine information when applicable.
REQ-R0C-01773,,SRC-08,paragraph 907,BUSINESS_REQUIREMENT,Define whether a financial fine is applied once or calculated daily.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Define whether a financial fine is applied once or calculated daily.
REQ-R0C-01774,,SRC-08,paragraph 908,BUSINESS_REQUIREMENT,Define the maximum financial fine amount for daily fines.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Define the maximum financial fine amount for daily fines.
REQ-R0C-01775,,SRC-08,paragraph 911,BUSINESS_REQUIREMENT,The system shall allow an authorized Regulator to create a Penalty through a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall allow an authorized Regulator to create a Penalty through a Compliance Configuration Request.
REQ-R0C-01776,,SRC-08,paragraph 914,BUSINESS_REQUIREMENT,Display approved Violations available for Penalty Configuration.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Display approved Violations available for Penalty Configuration.
REQ-R0C-01777,,SRC-08,paragraph 917,BUSINESS_REQUIREMENT,Allow the Regulator to define the administrative and technical rules.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Allow the Regulator to define the administrative and technical rules.
REQ-R0C-01778,,SRC-08,paragraph 918,USER_ACTION,Allow the Regulator to select one or more Penalty Types.,Pass when the actor can complete this action and the resulting state is visible: Allow the Regulator to select one or more Penalty Types.
REQ-R0C-01779,,SRC-08,paragraph 919,USER_ACTION,Display financial fine fields only when Financial Fine is selected.,Pass when the actor can complete this action and the resulting state is visible: Display financial fine fields only when Financial Fine is selected.
REQ-R0C-01780,,SRC-08,paragraph 920,BUSINESS_REQUIREMENT,Validate all mandatory and conditional fields before submission.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Validate all mandatory and conditional fields before submission.
REQ-R0C-01781,,SRC-08,paragraph 921,BUSINESS_REQUIREMENT,The Penalty shall remain in Draft until the Compliance Configuration Request is submitted.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Penalty shall remain in Draft until the Compliance Configuration Request is submitted.
REQ-R0C-01782,,SRC-08,paragraph 924,BUSINESS_REQUIREMENT,The system shall allow authorized users to modify an approved Penalty through a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall allow authorized users to modify an approved Penalty through a Compliance Configuration Request.
REQ-R0C-01783,,SRC-08,paragraph 925,BUSINESS_REQUIREMENT,The currently approved Penalty shall remain active while the modification request is under review.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The currently approved Penalty shall remain active while the modification request is under review.
REQ-R0C-01784,,SRC-08,paragraph 926,BUSINESS_REQUIREMENT,The active Penalty configuration shall only be replaced after the modification request is approved.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The active Penalty configuration shall only be replaced after the modification request is approved.
REQ-R0C-01785,,SRC-08,paragraph 934,BUSINESS_REQUIREMENT,Historical inspections and enforcement records shall continue using the Penalty version that was effective when the Penalty was applied.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Historical inspections and enforcement records shall continue using the Penalty version that was effective when the Penalty was applied.
REQ-R0C-01786,,SRC-08,paragraph 948,USER_ACTION,The system may display the Inspection Item and Trigger Response as read-only contextual information inherited from the selected Violation.,Pass when the actor can complete this action and the resulting state is visible: The system may display the Inspection Item and Trigger Response as read-only contextual information inherited from the selected Violation.
REQ-R0C-01787,,SRC-08,paragraph 949,BUSINESS_REQUIREMENT,Activate / Deactivate Penalty,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Activate / Deactivate Penalty
REQ-R0C-01788,,SRC-08,paragraph 950,BUSINESS_REQUIREMENT,Authorized users shall be able to activate or deactivate an approved Penalty without creating a Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Authorized users shall be able to activate or deactivate an approved Penalty without creating a Compliance Configuration Request.
REQ-R0C-01789,,SRC-08,paragraph 955,BUSINESS_REQUIREMENT,Retain its complete version and audit history.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Retain its complete version and audit history.
REQ-R0C-01790,,SRC-08,paragraph 965,BUSINESS_REQUIREMENT,The Penalty Types shall be maintained through Lookup Management.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Penalty Types shall be maintained through Lookup Management.
REQ-R0C-01791,,SRC-08,paragraph 971,USER_ACTION,The financial fine configuration shall only be displayed when Financial Fine is selected as one of the Penalty Types.,Pass when the actor can complete this action and the resulting state is visible: The financial fine configuration shall only be displayed when Financial Fine is selected as one of the Penalty Types.
REQ-R0C-01792,,SRC-08,paragraph 979,BUSINESS_REQUIREMENT,Store the applied amount in the enforcement record.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Store the applied amount in the enforcement record.
REQ-R0C-01793,,SRC-08,paragraph 991,BUSINESS_REQUIREMENT,Calculate the fine based on the applicable number of days.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Calculate the fine based on the applicable number of days.
REQ-R0C-01794,,SRC-08,paragraph 992,BUSINESS_REQUIREMENT,Prevent the accumulated amount from exceeding the Maximum Fine Limit.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Prevent the accumulated amount from exceeding the Maximum Fine Limit.
REQ-R0C-01795,,SRC-08,paragraph 1008,BUSINESS_REQUIREMENT,The exact start and end dates used for daily fine calculation shall be determined by the Enforcement process.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The exact start and end dates used for daily fine calculation shall be determined by the Enforcement process.
REQ-R0C-01796,,SRC-08,paragraph 1017,USER_ACTION,"When an inspector selects a response that triggers a Violation, the system shall identify the approved and Active Penalty configuration linked to that Violation.","Pass when the actor can complete this action and the resulting state is visible: When an inspector selects a response that triggers a Violation, the system shall identify the approved and Active Penalty configuration linked to that Violation."
REQ-R0C-01797,,SRC-08,paragraph 1043,BUSINESS_RULE,The Penalty shall not be finally applied merely because the inspector selected the Non-Compliant response.,Pass when this rule is enforced and a violating path is prevented or handled: The Penalty shall not be finally applied merely because the inspector selected the Non-Compliant response.
REQ-R0C-01798,,SRC-08,paragraph 1044,BUSINESS_REQUIREMENT,"The system shall associate the configured Penalty with the inspection result, and the applicable enforcement decision shall follow the approved Inspection Review and Enforcement process.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall associate the configured Penalty with the inspection result, and the applicable enforcement decision shall follow the approved Inspection Review and Enforcement process."
REQ-R0C-01799,,SRC-08,paragraph 1047,BUSINESS_REQUIREMENT,All Penalty configuration changes shall be recorded.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Penalty configuration changes shall be recorded.
REQ-R0C-01800,,SRC-08,paragraph 1066,USER_ACTION,The Regulator can create a Penalty only after selecting an approved Violation.,Pass when the actor can complete this action and the resulting state is visible: The Regulator can create a Penalty only after selecting an approved Violation.
REQ-R0C-01801,,SRC-08,paragraph 1069,USER_ACTION,The user must enter the Administrative and Technical Rules.,Pass when the actor can complete this action and the resulting state is visible: The user must enter the Administrative and Technical Rules.
REQ-R0C-01802,,SRC-08,paragraph 1070,USER_ACTION,The user must select at least one Penalty Type.,Pass when the actor can complete this action and the resulting state is visible: The user must select at least one Penalty Type.
REQ-R0C-01803,,SRC-08,paragraph 1082,BUSINESS_REQUIREMENT,The Compliance Configuration journey shall allow the Regulator to create or modify the complete regulatory inspection hierarchy through one controlled Compliance Configuration Request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Compliance Configuration journey shall allow the Regulator to create or modify the complete regulatory inspection hierarchy through one controlled Compliance Configuration Request.
REQ-R0C-01804,,SRC-08,paragraph 1088,BUSINESS_RULE,The configuration shall not become available for operational use until the request has completed the approval process.,Pass when this rule is enforced and a violating path is prevented or handled: The configuration shall not become available for operational use until the request has completed the approval process.
REQ-R0C-01805,,SRC-08,paragraph 1089,BUSINESS_REQUIREMENT,"Once approved, the configuration shall be published to the Compliance Library and become available for future inspection packages according to its activation status and effective date.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: Once approved, the configuration shall be published to the Compliance Library and become available for future inspection packages according to its activation status and effective date."
REQ-R0C-01806,,SRC-08,paragraph 1096,BUSINESS_REQUIREMENT,The Approver shall review each component individually.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Approver shall review each component individually.
REQ-R0C-01807,,SRC-08,paragraph 1102,BUSINESS_REQUIREMENT,Approved components shall be published based on their hierarchy dependencies.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Approved components shall be published based on their hierarchy dependencies.
REQ-R0C-01808,,SRC-08,paragraph 1103,BUSINESS_RULE,Rejected branches shall not be published.,Pass when this rule is enforced and a violating path is prevented or handled: Rejected branches shall not be published.
REQ-R0C-01809,,SRC-08,paragraph 1104,BUSINESS_REQUIREMENT,"If any component is returned, nothing from the current request revision shall be published until the request is corrected and resubmitted.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: If any component is returned, nothing from the current request revision shall be published until the request is corrected and resubmitted."
REQ-R0C-01810,,SRC-08,paragraph 1106,BUSINESS_REQUIREMENT,Create compliance configurations.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Create compliance configurations.
REQ-R0C-01811,,SRC-08,paragraph 1109,BUSINESS_REQUIREMENT,Approve valid components.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Approve valid components.
REQ-R0C-01812,,SRC-08,paragraph 1110,BUSINESS_REQUIREMENT,Reject invalid or unwanted components.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Reject invalid or unwanted components.
REQ-R0C-01813,,SRC-08,paragraph 1111,BUSINESS_REQUIREMENT,Return components that require correction.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Return components that require correction.
REQ-R0C-01814,,SRC-08,paragraph 1112,BUSINESS_REQUIREMENT,Publish approved hierarchy branches.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Publish approved hierarchy branches.
REQ-R0C-01815,,SRC-08,paragraph 1114,BUSINESS_REQUIREMENT,Activate or deactivate approved configurations.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Activate or deactivate approved configurations.
REQ-R0C-01816,,SRC-08,paragraph 1115,BUSINESS_REQUIREMENT,Provide complete request and component-level auditing.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Provide complete request and component-level auditing.
REQ-R0C-01817,,SRC-08,paragraph 1201,BUSINESS_REQUIREMENT,Component action: Create / Modify / Deactivate.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Component action: Create / Modify / Deactivate.
REQ-R0C-01818,,SRC-08,paragraph 1209,USER_ACTION,The Regulator shall create a new Regulation or modify the selected approved Regulation.,Pass when the actor can complete this action and the resulting state is visible: The Regulator shall create a new Regulation or modify the selected approved Regulation.
REQ-R0C-01819,,SRC-08,paragraph 1211,BUSINESS_REQUIREMENT,The Regulation section shall be completed before the request can be submitted.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Regulation section shall be completed before the request can be submitted.
REQ-R0C-01820,,SRC-08,paragraph 1212,BUSINESS_REQUIREMENT,"For a newly created Regulation, rejection of the Regulation shall invalidate the entire hierarchy because no child component can exist without it.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: For a newly created Regulation, rejection of the Regulation shall invalidate the entire hierarchy because no child component can exist without it."
REQ-R0C-01821,,SRC-08,paragraph 1213,BUSINESS_RULE,"For an existing Regulation, rejection of the proposed Regulation changes shall not necessarily reject independent additions under the current approved Regulation.","Pass when this rule is enforced and a violating path is prevented or handled: For an existing Regulation, rejection of the proposed Regulation changes shall not necessarily reject independent additions under the current approved Regulation."
REQ-R0C-01822,,SRC-08,paragraph 1214,BUSINESS_REQUIREMENT,Configure Inspection Items,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Configure Inspection Items
REQ-R0C-01823,,SRC-08,paragraph 1215,BUSINESS_REQUIREMENT,The Regulator shall add or modify one or more Inspection Items.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Regulator shall add or modify one or more Inspection Items.
REQ-R0C-01824,,SRC-08,paragraph 1227,USER_ACTION,"When the Regulator selects a Response Type, the system shall retrieve the configured Response Values and evaluation mapping.","Pass when the actor can complete this action and the resulting state is visible: When the Regulator selects a Response Type, the system shall retrieve the configured Response Values and evaluation mapping."
REQ-R0C-01825,,SRC-08,paragraph 1229,BUSINESS_REQUIREMENT,Response Values shall be read-only within the Inspection Item.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Response Values shall be read-only within the Inspection Item.
REQ-R0C-01826,,SRC-08,paragraph 1230,BUSINESS_REQUIREMENT,A completed Inspection Item with Item Type = Violation and at least one Non-Compliant Response shall become eligible for Violation Configuration.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: A completed Inspection Item with Item Type = Violation and at least one Non-Compliant Response shall become eligible for Violation Configuration.
REQ-R0C-01827,,SRC-08,paragraph 1233,BUSINESS_REQUIREMENT,The Regulator shall create a Violation under an eligible Inspection Item.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Regulator shall create a Violation under an eligible Inspection Item.
REQ-R0C-01828,,SRC-08,paragraph 1240,BUSINESS_REQUIREMENT,The Trigger Response dropdown shall display only responses classified as Non-Compliant.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Trigger Response dropdown shall display only responses classified as Non-Compliant.
REQ-R0C-01829,,SRC-08,paragraph 1254,BUSINESS_RULE,Penalty information shall not be configured within the Violation.,Pass when this rule is enforced and a violating path is prevented or handled: Penalty information shall not be configured within the Violation.
REQ-R0C-01830,,SRC-08,paragraph 1255,BUSINESS_REQUIREMENT,"After the Violation is complete, it shall become available for Penalty Configuration within the same request.","Pass when the normalized obligation is demonstrably satisfied at the cited source location: After the Violation is complete, it shall become available for Penalty Configuration within the same request."
REQ-R0C-01831,,SRC-08,paragraph 1257,BUSINESS_REQUIREMENT,The Regulator shall create the Penalty after configuring the related Violation.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Regulator shall create the Penalty after configuring the related Violation.
REQ-R0C-01832,,SRC-08,paragraph 1272,BUSINESS_RULE,"The Penalty shall not redefine the Inspection Item, Response Type, Trigger Response, or Violation details.","Pass when this rule is enforced and a violating path is prevented or handled: The Penalty shall not redefine the Inspection Item, Response Type, Trigger Response, or Violation details."
REQ-R0C-01833,,SRC-08,paragraph 1275,BUSINESS_REQUIREMENT,The system shall automatically save Draft changes.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall automatically save Draft changes.
REQ-R0C-01834,,SRC-08,paragraph 1281,BUSINESS_REQUIREMENT,Validate the request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Validate the request.
REQ-R0C-01835,,SRC-08,paragraph 1284,USER_ACTION,Submit the request.,Pass when the actor can complete this action and the resulting state is visible: Submit the request.
REQ-R0C-01836,,SRC-08,paragraph 1285,BUSINESS_REQUIREMENT,The system shall display completion progress.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The system shall display completion progress.
REQ-R0C-01837,,SRC-08,paragraph 1288,BUSINESS_REQUIREMENT,Run complete request validation.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Run complete request validation.
REQ-R0C-01838,,SRC-08,paragraph 1289,BUSINESS_REQUIREMENT,Prevent submission when blocking errors exist.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Prevent submission when blocking errors exist.
REQ-R0C-01839,,SRC-08,paragraph 1290,BUSINESS_REQUIREMENT,Create a locked submission snapshot.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Create a locked submission snapshot.
REQ-R0C-01840,,SRC-08,paragraph 1292,BUSINESS_REQUIREMENT,Record submission date and time.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Record submission date and time.
REQ-R0C-01841,,SRC-08,paragraph 1293,BUSINESS_REQUIREMENT,Record submitted revision.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Record submitted revision.
REQ-R0C-01842,,SRC-08,paragraph 1295,BUSINESS_REQUIREMENT,Notify the requester and approver.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Notify the requester and approver.
REQ-R0C-01843,,SRC-08,paragraph 1296,BUSINESS_REQUIREMENT,Prevent the requester from modifying the submitted revision.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: Prevent the requester from modifying the submitted revision.
REQ-R0C-01844,,SRC-08,paragraph 1297,BUSINESS_REQUIREMENT,The current approved Compliance Library configuration shall remain unchanged during review.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The current approved Compliance Library configuration shall remain unchanged during review.
REQ-R0C-01845,,SRC-08,paragraph 1303,BUSINESS_REQUIREMENT,A comment shall be mandatory for Return and Reject.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: A comment shall be mandatory for Return and Reject.
REQ-R0C-01846,,SRC-08,paragraph 1318,BUSINESS_REQUIREMENT,The Approver may approve some components and reject others within the same request.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The Approver may approve some components and reject others within the same request.
REQ-R0C-01847,,SRC-08,paragraph 1346,BUSINESS_REQUIREMENT,The final request status shall be Partially Approved.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: The final request status shall be Partially Approved.
REQ-R0C-01848,,SRC-08,paragraph 1351,BUSINESS_REQUIREMENT,All Inspection Items shall be Auto-Rejected.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Inspection Items shall be Auto-Rejected.
REQ-R0C-01849,,SRC-08,paragraph 1352,BUSINESS_REQUIREMENT,All Violations shall be Auto-Rejected.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Violations shall be Auto-Rejected.
REQ-R0C-01850,,SRC-08,paragraph 1353,BUSINESS_REQUIREMENT,All Penalties shall be Auto-Rejected.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All Penalties shall be Auto-Rejected.
REQ-R0C-01851,,SRC-08,paragraph 1356,BUSINESS_RULE,Rejected Regulation changes shall not replace the current approved Regulation.,Pass when this rule is enforced and a violating path is prevented or handled: Rejected Regulation changes shall not replace the current approved Regulation.
REQ-R0C-01852,,SRC-08,paragraph 1359,BUSINESS_RULE,The Inspection Item shall not be published.,Pass when this rule is enforced and a violating path is prevented or handled: The Inspection Item shall not be published.
REQ-R0C-01853,,SRC-08,paragraph 1360,BUSINESS_REQUIREMENT,All new child Violations shall be Auto-Rejected.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All new child Violations shall be Auto-Rejected.
REQ-R0C-01854,,SRC-08,paragraph 1361,BUSINESS_REQUIREMENT,All new Penalties under those Violations shall be Auto-Rejected.,Pass when the normalized obligation is demonstrably satisfied at the cited source location: All new Penalties under those Violations shall be Auto-Rejected.
